seat_allotment,phase,ac_no,ac,district,candidate,party,votes
SP,2,28,Moradabad Nagar,Moradabad,ABDUL RAUK,others,633
SP,2,28,Moradabad Nagar,Moradabad,HARKISHOR SINGH,others,420
SP,2,28,Moradabad Nagar,Moradabad,MAMTA GUPTA,Independent,414
SP,2,28,Moradabad Nagar,Moradabad,RISHI BHARDWAJ,Independent,223
SP,2,28,Moradabad Nagar,Moradabad,VINAY PRAKESH,others,212
SP,2,28,Moradabad Nagar,Moradabad,DRESPAL SINGH,others,211
SP,2,28,Moradabad Nagar,Moradabad,RAJEEV KUMAR DUBEY,others,205
SP,2,28,Moradabad Nagar,Moradabad,VIJETA GUPTA,others,145
SP,2,28,Moradabad Nagar,Moradabad,RADHEY SHYAM,others,126
SP,2,29,Kundarki,Moradabad,MOHAMMAD RIZWAN,SP,110561
SP,2,29,Kundarki,Moradabad,RAMVEER SINGH,BJP+,99740
SP,2,29,Kundarki,Moradabad,AKBAR HUSAIN,BSP,36071
SP,2,29,Kundarki,Moradabad,ISRAR HUSAIN,others,7025
SP,2,29,Kundarki,Moradabad,MOHAMMAD NABI,RLD,4078
SP,2,29,Kundarki,Moradabad,MOHD. ZAKI,Independent,1578
SP,2,29,Kundarki,Moradabad,PAPPU SINGH,Independent,1342
SP,2,29,Kundarki,Moradabad,None of the Above,None of the Above,1170
SP,2,29,Kundarki,Moradabad,RAMJANI,others,921
SP,2,29,Kundarki,Moradabad,MOHD. RAIS,Independent,504
SP,2,29,Kundarki,Moradabad,UVAIS,Independent,457
SP,2,29,Kundarki,Moradabad,FAYYAZUL HUSAIN,others,278
SP,2,29,Kundarki,Moradabad,SANTU URF SANTOSH KUMAR,others,246
SP,2,29,Kundarki,Moradabad,IRFAN ALI,Independent,191
SP,2,29,Kundarki,Moradabad,RAJENDRA,others,168
SP,2,30,Bilari,Moradabad,MOHD. FAEEM,SP,85682
SP,2,30,Bilari,Moradabad,SURESH SAINI,BJP+,72241
SP,2,30,Bilari,Moradabad,RISHIPAL SINGH,BSP,60976
SP,2,30,Bilari,Moradabad,ARIF HUSAIN,others,2666
SP,2,30,Bilari,Moradabad,ANIL CHAUDHARY,RLD,2493
SP,2,30,Bilari,Moradabad,YOGENDRA SINGH,Independent,1278
SP,2,30,Bilari,Moradabad,None of the Above,None of the Above,1123
SP,2,30,Bilari,Moradabad,RATANPAL,Independent,790
SP,2,30,Bilari,Moradabad,WASEEM AHMAD,Independent,704
SP,2,30,Bilari,Moradabad,MOHD MOHSIN KAMAL,Independent,306
SP,2,30,Bilari,Moradabad,HARI SINGH,others,269
SP,2,30,Bilari,Moradabad,DINESH SHARMA,Independent,220
SP,2,30,Bilari,Moradabad,VIJAY SINGH,others,218
SP,2,30,Bilari,Moradabad,ANANDI,Independent,150
INC,2,31,Chandausi (SC),Sambhal,GULAB DEVI,BJP+,104806
INC,2,31,Chandausi (SC),Sambhal,KM. VIMLESH KUMARI,INC,59337
INC,2,31,Chandausi (SC),Sambhal,VIRMAWATI,BSP,51049
INC,2,31,Chandausi (SC),Sambhal,JYOTASNA,others,3615
INC,2,31,Chandausi (SC),Sambhal,None of the Above,None of the Above,2135
INC,2,31,Chandausi (SC),Sambhal,RAVINDRA KUMAR,RLD,1278
INC,2,31,Chandausi (SC),Sambhal,BRHAM DEV,Independent,1257
INC,2,31,Chandausi (SC),Sambhal,RAMPAL SINGH,Independent,597
SP,2,32,Asmoli,Sambhal,PINKI YADAV,SP,97610
SP,2,32,Asmoli,Sambhal,NARENDRA SINGH,BJP+,76484
SP,2,32,Asmoli,Sambhal,AQEELURREHMAN KHAN,BSP,67457
SP,2,32,Asmoli,Sambhal,None of the Above,None of the Above,1872
SP,2,32,Asmoli,Sambhal,RAMSARAN,others,1689
SP,2,32,Asmoli,Sambhal,DHIRENDRA YADAV,RLD,1027
SP,2,32,Asmoli,Sambhal,PAPPU,Independent,960
SP,2,32,Asmoli,Sambhal,ASHARAF,others,906
SP,2,32,Asmoli,Sambhal,AJAY KUMAR,Independent,646
SP,2,32,Asmoli,Sambhal,MAHARAM SINGH,Independent,542
SP,2,32,Asmoli,Sambhal,ZAKIR HUSAIN,Independent,534
SP,2,32,Asmoli,Sambhal,ZAKIR KHAN,Independent,318
SP,2,33,Sambhal,Sambhal,IQBAL MEHMOOD,SP,79248
SP,2,33,Sambhal,Sambhal,ZIAURREHMAN,others,60426
SP,2,33,Sambhal,Sambhal,DR. ARVIND,BJP+,59976
SP,2,33,Sambhal,Sambhal,RAFATULLA,BSP,36705
SP,2,33,Sambhal,Sambhal,None of the Above,None of the Above,1683
SP,2,33,Sambhal,Sambhal,AJAY KUMAR,Independent,1361
SP,2,33,Sambhal,Sambhal,QAISER ABBAS,RLD,920
SP,2,33,Sambhal,Sambhal,SANTOSH KUMARI,Independent,842
SP,2,33,Sambhal,Sambhal,FARHAD A.,Independent,623
SP,2,33,Sambhal,Sambhal,NEM SINGH JATAV ADVOCATE,others,600
SP,2,34,Suar,Rampur,MOHAMMAD ABDULLAH AZAM KHAN,SP,106443
SP,2,34,Suar,Rampur,LAXMI SAINI,BJP+,53347
SP,2,34,Suar,Rampur,NAWAB KAZIM ALI KHAN,BSP,42233
SP,2,34,Suar,Rampur,ARSHAD WARSI,others,1283
SP,2,34,Suar,Rampur,NAVIN KUMAR,RLD,902
SP,2,34,Suar,Rampur,None of the Above,None of the Above,872
SP,2,34,Suar,Rampur,MAHAVEER SINGH,others,583
SP,2,34,Suar,Rampur,IKRAM,Independent,299
SP,2,35,Chamraua,Rampur,NASEER AHMAD KHAN,SP,87400
SP,2,35,Chamraua,Rampur,ALI YUSUF ALI,BSP,53024
SP,2,35,Chamraua,Rampur,MOHAN KUMAR LODHI,BJP+,50954
SP,2,35,Chamraua,Rampur,None of the Above,None of the Above,1077
SP,2,35,Chamraua,Rampur,RAKESH KUMAR,others,815
SP,2,35,Chamraua,Rampur,MURSHAD ALI,Independent,523
SP,2,35,Chamraua,Rampur,MOHD. RAFI,Independent,492
INC,2,36,Bilaspur,Rampur,BALDEV SINGH AULAKH,BJP+,99100
INC,2,36,Bilaspur,Rampur,SANJAY KAPOOR,INC,76741
INC,2,36,Bilaspur,Rampur,PRADEEP KUMAR,BSP,39344
INC,2,36,Bilaspur,Rampur,SHAHID HUSSAIN KHAN,others,2688
INC,2,36,Bilaspur,Rampur,SANTOSH SHARMA,RLD,2439
INC,2,36,Bilaspur,Rampur,None of the Above,None of the Above,1227
INC,2,36,Bilaspur,Rampur,HARENDER SINGH,others,781
INC,2,36,Bilaspur,Rampur,MAKDOOM AHMED,Independent,748
INC,2,36,Bilaspur,Rampur,SATYA PRAKASH,Independent,626
SP,2,37,Rampur,Rampur,MOHAMMAD AZAM KHAN,SP,102100
SP,2,37,Rampur,Rampur,SHIV BAHADUR SAXENA,BJP+,55258
SP,2,37,Rampur,Rampur,DR. TANVEER AHMAD KHAN,BSP,54248
SP,2,37,Rampur,Rampur,None of the Above,None of the Above,1191
SP,2,37,Rampur,Rampur,AHMAD ALI,Independent,952
SP,2,37,Rampur,Rampur,ASIM KHAN,RLD,901
SP,2,37,Rampur,Rampur,MOHD. HANEEF KHAN,Independent,423
SP,2,38,Milak (SC),Rampur,RAJBALA,BJP+,89861
SP,2,38,Milak (SC),Rampur,VIJAY SINGH,SP,73194
SP,2,38,Milak (SC),Rampur,RADHEY SHYAM RAHI,BSP,39271
SP,2,38,Milak (SC),Rampur,CHANDRAPAL SINGH,Independent,7914
SP,2,38,Milak (SC),Rampur,KAPIL DEV,others,1637
SP,2,38,Milak (SC),Rampur,None of the Above,None of the Above,1477
SP,2,38,Milak (SC),Rampur,INDRA SINGH MEHRA,RLD,1328
SP,2,38,Milak (SC),Rampur,MADHUBALA,others,827
SP,2,38,Milak (SC),Rampur,JAGATSINGH,Independent,825
SP,2,39,Dhanaura (SC),Amroha,RAJEEV KUMAR,BJP+,102943
SP,2,39,Dhanaura (SC),Amroha,JAGRAM SINGH,SP,64714
SP,2,39,Dhanaura (SC),Amroha,SANJEEV LAL,BSP,51952
SP,2,39,Dhanaura (SC),Amroha,KAPIL CHANDRA,RLD,3747
SP,2,39,Dhanaura (SC),Amroha,None of the Above,None of the Above,1824
SP,2,40,Naugawan sadat,Amroha,CHETAN CHAUHAN,BJP+,97030
SP,2,40,Naugawan sadat,Amroha,JAVED ABBAS,SP,76382
SP,2,40,Naugawan sadat,Amroha,JAIDEV,BSP,40172
SP,2,40,Naugawan sadat,Amroha,ASHFAQ ALI KHAN,RLD,14597
SP,2,40,Naugawan sadat,Amroha,SORAN SINGH,others,1528
SP,2,40,Naugawan sadat,Amroha,None of the Above,None of the Above,1132
SP,2,40,Naugawan sadat,Amroha,BRAHAM SINGH,Independent,856
SP,2,40,Naugawan sadat,Amroha,CHARAN SINGH,Independent,583
SP,2,40,Naugawan sadat,Amroha,IMAMULLA,others,578
SP,2,40,Naugawan sadat,Amroha,AMOD KUMAR,Independent,494
SP,2,40,Naugawan sadat,Amroha,SURENDRA,others,324
SP,2,40,Naugawan sadat,Amroha,PAWAN KUMAR,others,261
SP,2,40,Naugawan sadat,Amroha,UMESH,others,128
SP,2,40,Naugawan sadat,Amroha,KRISHNA PAL,others,125
SP,2,41,Amroha,Amroha,MEHBOOB ALI,SP,74713
SP,2,41,Amroha,Amroha,NAUSHAD ALI,BSP,59671
SP,2,41,Amroha,Amroha,DR. KUNWAR SAIN SAINI,BJP+,45420
SP,2,41,Amroha,Amroha,SALEEM KHAN,RLD,14132
SP,2,41,Amroha,Amroha,SHAMEEM AHMAD,others,2861
SP,2,41,Amroha,Amroha,None of the Above,None of the Above,1219
SP,2,41,Amroha,Amroha,MOHD SHOEB,others,1050
SP,2,41,Amroha,Amroha,MOHD HASEEN,Independent,786
SP,2,41,Amroha,Amroha,SHASHI,Independent,497
SP,2,41,Amroha,Amroha,MOHD RIZWAN,others,384
SP,2,41,Amroha,Amroha,YASIR ABDULLA,Independent,235
SP,2,41,Amroha,Amroha,BHOLEY,Independent,149
SP,2,41,Amroha,Amroha,DHARMVEER SINGH SAINI,Independent,144
SP,2,41,Amroha,Amroha,KHUSHREED AHMAD,Independent,116
SP,2,42,Hasanpur,Amroha,MAHENDRA SINGH KHARGVANSHI,BJP+,111269
SP,2,42,Hasanpur,Amroha,KAMAL AKHTAR,SP,83499
SP,2,42,Hasanpur,Amroha,GANGASARAN KHADGVANSI,BSP,51930
SP,2,42,Hasanpur,Amroha,None of the Above,None of the Above,1694
SP,2,42,Hasanpur,Amroha,INDRAJEET,others,1283
SP,2,42,Hasanpur,Amroha,NAUSHAD ALI,others,1235
SP,2,42,Hasanpur,Amroha,MAHAVEER,RLD,1034
SP,2,42,Hasanpur,Amroha,LEELA DEVI,others,966
SP,2,42,Hasanpur,Amroha,VIJAYPAL,others,850
SP,2,42,Hasanpur,Amroha,RAJENDRA SINGH,Independent,787
SP,2,42,Hasanpur,Amroha,VINAY BHAIYA,others,372
SP,1,43,Siwal khas,Meerut,JITENDRA PAL SINGH (BILLU),BJP+,72842
SP,1,43,Siwal khas,Meerut,GHULAM MOHAMMAD,SP,61421
SP,1,43,Siwal khas,Meerut,YASHVEER SINGH,RLD,44710
SP,1,43,Siwal khas,Meerut,NADEEM AHAMAD URF NADEEM CHAUHAN,BSP,42524
SP,1,43,Siwal khas,Meerut,None of the Above,None of the Above,1086
SP,1,43,Siwal khas,Meerut,DEEPAK RAM,others,1010
SP,1,43,Siwal khas,Meerut,HARENDRA,Independent,592
SP,1,43,Siwal khas,Meerut,SUBHASH,Independent,551
SP,1,43,Siwal khas,Meerut,WASI MOHAMMAD,Independent,342
SP,1,43,Siwal khas,Meerut,VIKRANT CHOUDHARY,Independent,287
SP,1,44,Sardhana,Meerut,SANGEET SINGH SOM,BJP+,97921
SP,1,44,Sardhana,Meerut,ATUL PRADHAN,SP,76296
SP,1,44,Sardhana,Meerut,HAFIZ IMRAN YAQOOB,BSP,57239
SP,1,44,Sardhana,Meerut,VAKIL CHAUDHARY,RLD,3920
SP,1,44,Sardhana,Meerut,None of the Above,None of the Above,1087
SP,1,44,Sardhana,Meerut,VASIF ALI,Independent,964
SP,1,44,Sardhana,Meerut,VIKAS VERMA,others,583
SP,1,44,Sardhana,Meerut,TARUN KUMAR,others,433
SP,1,44,Sardhana,Meerut,DEVENDER,Independent,387
SP,1,44,Sardhana,Meerut,NARESH KASHYAP,Independent,273
SP,1,44,Sardhana,Meerut,MAMTA,others,148
SP,1,45,Hastinapur (SC),Meerut,DINESH KHATIK,BJP+,99436
SP,1,45,Hastinapur (SC),Meerut,YOGESH VERMA,BSP,63374
SP,1,45,Hastinapur (SC),Meerut,PRABHUDAYAL BALMIKI,SP,48979
SP,1,45,Hastinapur (SC),Meerut,KUSUM,RLD,6538
SP,1,45,Hastinapur (SC),Meerut,RAJKUMAR,others,1178
SP,1,45,Hastinapur (SC),Meerut,None of the Above,None of the Above,1013
SP,1,45,Hastinapur (SC),Meerut,DURYODHAN,others,853
SP,1,46,Kithore,Meerut,SATYAVIR TYAGI,BJP+,90622
SP,1,46,Kithore,Meerut,SHAHID MANZOOR,SP,79800
SP,1,46,Kithore,Meerut,GAJRAJ SINGH,BSP,62503
SP,1,46,Kithore,Meerut,MATLOOB GAUR,RLD,6598
SP,1,46,Kithore,Meerut,None of the Above,None of the Above,1224
SP,1,46,Kithore,Meerut,AMRISH KUMAR TYAGI,Independent,1008
SP,1,46,Kithore,Meerut,JAN MOHAMMAD,Independent,777
SP,1,46,Kithore,Meerut,RAHAT ALI,Independent,347
INC,1,47,Meerut Cantt.,Meerut,SATYA PRAKASH AGARWAL,BJP+,132518
INC,1,47,Meerut Cantt.,Meerut,SATENDRA SOLANKI,BSP,55899
INC,1,47,Meerut Cantt.,Meerut,RAMESH DHINGRA,INC,39650
INC,1,47,Meerut Cantt.,Meerut,SANJEEV DHAMA,RLD,3851
INC,1,47,Meerut Cantt.,Meerut,None of the Above,None of the Above,1110
INC,1,47,Meerut Cantt.,Meerut,VINOD CHAUDHARY URF VINOD KUMAR,Independent,950
INC,1,47,Meerut Cantt.,Meerut,PRADEEP SHARMA,Independent,617
INC,1,47,Meerut Cantt.,Meerut,SANJAY VERMA,others,610
INC,1,47,Meerut Cantt.,Meerut,DR. NARESH CHANDRA,Independent,394
INC,1,47,Meerut Cantt.,Meerut,KRISHAN KUMAR,others,332
INC,1,47,Meerut Cantt.,Meerut,MOHD FIROZ,others,285
INC,1,47,Meerut Cantt.,Meerut,JILE SINGH,others,254
INC,1,47,Meerut Cantt.,Meerut,V. P. SINGH,others,205
INC,1,47,Meerut Cantt.,Meerut,SATISH CHAND,others,149
INC,1,47,Meerut Cantt.,Meerut,LOKESH NYAYI,others,102
SP,1,48,Meerut,Meerut,RAFIQ ANSARI,SP,103217
SP,1,48,Meerut,Meerut,DR. LAXMIKANT BAJPAI,BJP+,74448
SP,1,48,Meerut,Meerut,PANKAJ JAULI,BSP,12636
SP,1,48,Meerut,Meerut,MEHFOOZ,Independent,1391
SP,1,48,Meerut,Meerut,None of the Above,None of the Above,738
SP,1,48,Meerut,Meerut,GYANENDRA KUMAR SHARMA,RLD,667
SP,1,48,Meerut,Meerut,WASIQUL HASAN ZAIDI,Independent,500
SP,1,48,Meerut,Meerut,RAJEEV KUMAR GARG,Independent,340
SP,1,48,Meerut,Meerut,RAJESH MOHAN SHARMA,Independent,323
SP,1,48,Meerut,Meerut,DHEERAJ GOYAL,others,279
SP,1,48,Meerut,Meerut,AMIT SHARMA,others,275
SP,1,48,Meerut,Meerut,JITENDRA VERMA,Independent,258
SP,1,48,Meerut,Meerut,MURTUJA,Independent,145
SP,1,48,Meerut,Meerut,CH. ABDUL WAHAB ADVOCATE,Independent,109
SP,1,48,Meerut,Meerut,PRITI,Independent,98
SP,1,48,Meerut,Meerut,AFZAL,others,92
INC,1,49,Meerut South,Meerut,DR. SOMENDRA TOMAR,BJP+,113225
INC,1,49,Meerut South,Meerut,HAJI MOHAMMAD YAQUB,BSP,77830
INC,1,49,Meerut South,Meerut,MOHAMMAD AZAD SAIFI,INC,69117
INC,1,49,Meerut South,Meerut,PAPPU GURJAR,RLD,5462
INC,1,49,Meerut South,Meerut,None of the Above,None of the Above,1401
INC,1,49,Meerut South,Meerut,CHAHAN SINGH,others,692
INC,1,49,Meerut South,Meerut,PRADEEP KUMAR,Independent,649
INC,1,49,Meerut South,Meerut,HOSIYAR SINGH,Independent,637
INC,1,49,Meerut South,Meerut,RAM SARAN SAINI,Independent,624
INC,1,49,Meerut South,Meerut,PANDIT RAVI BHATT,others,547
INC,1,49,Meerut South,Meerut,ATUL KHODAWAL,Independent,336
INC,1,49,Meerut South,Meerut,PRABUDH KUMAR,others,276
SP,1,50,Chhaprauli,Baghpat,SAHENDER SINGH RAMALA,RLD,65124
SP,1,50,Chhaprauli,Baghpat,SATENDER SINGH,BJP+,61282
SP,1,50,Chhaprauli,Baghpat,MANOJ CHAUDHARY,SP,39841
SP,1,50,Chhaprauli,Baghpat,RAJBALA,BSP,30241
SP,1,50,Chhaprauli,Baghpat,None of the Above,None of the Above,1027
SP,1,50,Chhaprauli,Baghpat,SUBHASH SINGH,Independent,758
SP,1,50,Chhaprauli,Baghpat,HUKAMCHAND,others,451
SP,1,50,Chhaprauli,Baghpat,ASAPHAK,others,444
SP,1,50,Chhaprauli,Baghpat,SAVITA MALIK,others,386
SP,1,50,Chhaprauli,Baghpat,INDU SINGH CHHAPRAULI,others,348
SP,1,50,Chhaprauli,Baghpat,CHAMAN SINGH,others,250
SP,1,51,Baraut,Baghpat,KRISHANPAL MALIK URF KRISHANPAL MALIK,BJP+,79427
SP,1,51,Baraut,Baghpat,SAHAB SINGH,RLD,52941
SP,1,51,Baraut,Baghpat,SHOKENDRA,SP,28376
SP,1,51,Baraut,Baghpat,LOKESH DIXIT,BSP,22071
SP,1,51,Baraut,Baghpat,None of the Above,None of the Above,870
SP,1,51,Baraut,Baghpat,ANISH,others,537
SP,1,51,Baraut,Baghpat,SHARAD JAIN,Independent,465
SP,1,51,Baraut,Baghpat,SUDHIR,others,280
SP,1,51,Baraut,Baghpat,BABLU,Independent,211
INC,1,52,Baghpat,Baghpat,YOGESH DHAMA,BJP+,92566
INC,1,52,Baghpat,Baghpat,AHMED HAMEED,BSP,61206
INC,1,52,Baghpat,Baghpat,KARTAR SINGH BHADANA,RLD,21751
INC,1,52,Baghpat,Baghpat,DR.KULDEEP UJJWAL,INC,19091
INC,1,52,Baghpat,Baghpat,None of the Above,None of the Above,954
INC,1,52,Baghpat,Baghpat,VIKAL SHARMA,Independent,609
INC,1,52,Baghpat,Baghpat,ASHISH TYAGI,Independent,508
INC,1,52,Baghpat,Baghpat,KURBAN,others,477
INC,1,52,Baghpat,Baghpat,PANKAJ KUMAR SINGH,Independent,333
INC,1,52,Baghpat,Baghpat,GEETA KASHYAP,others,311
INC,1,52,Baghpat,Baghpat,NORAJ SINGH,others,227
INC,1,52,Baghpat,Baghpat,MAKASUD,others,207
INC,1,52,Baghpat,Baghpat,PRAMOD ALIAS PRAMOD KUMAR GOSWAMI,others,204
INC,1,52,Baghpat,Baghpat,SOHANVEER SINGH BAUDH,others,169
SP,1,53,Loni,Ghaziabad,NANDKISHOR,BJP+,113088
SP,1,53,Loni,Ghaziabad,ZAKIR ALI,BSP,70275
SP,1,53,Loni,Ghaziabad,MADAN BHAIYA,RLD,42539
SP,1,53,Loni,Ghaziabad,RASHID MALIK,SP,42302
SP,1,53,Loni,Ghaziabad,AMIT KUMAR,Independent,3808
SP,1,53,Loni,Ghaziabad,None of the Above,None of the Above,1663
SP,1,53,Loni,Ghaziabad,NASIM,Independent,880
INC,1,54,Muradnagar,Ghaziabad,AJIT PAL TYAGI,BJP+,140759
INC,1,54,Muradnagar,Ghaziabad,SUDHAN KUMAR,BSP,51147
INC,1,54,Muradnagar,Ghaziabad,SURENDER PRAKASH,INC,49989
INC,1,54,Muradnagar,Ghaziabad,AJAY PAL SINGH,RLD,6648
INC,1,54,Muradnagar,Ghaziabad,None of the Above,None of the Above,1053
INC,1,54,Muradnagar,Ghaziabad,DISHANT TYAGI,Independent,770
INC,1,54,Muradnagar,Ghaziabad,SANJEEV KUMAR,others,594
INC,1,54,Muradnagar,Ghaziabad,RAVI DUTT,Independent,575
INC,1,54,Muradnagar,Ghaziabad,MULCHAND,Independent,423
INC,1,54,Muradnagar,Ghaziabad,RAMASHRAY PRASAD,others,395
INC,1,54,Muradnagar,Ghaziabad,ARUNESH KUMAR TEWATIA,Independent,333
INC,1,54,Muradnagar,Ghaziabad,NATTHU SINGH CHAUDHARY,Independent,333
INC,1,54,Muradnagar,Ghaziabad,ASHOK KUMAR SHARAMA,Independent,247
INC,1,54,Muradnagar,Ghaziabad,ROTASH SINGH CHAUHAN,others,147
INC,1,54,Muradnagar,Ghaziabad,TAJ MOHD. (TAJ CHAUDHARY),Independent,119
INC,1,55,Sahibabad,Ghaziabad,SUNIL KUMAR SHARMA,BJP+,262741
INC,1,55,Sahibabad,Ghaziabad,AMARPAL,INC,112056
INC,1,55,Sahibabad,Ghaziabad,JALALUDDIN,BSP,41654
INC,1,55,Sahibabad,Ghaziabad,None of the Above,None of the Above,3057
INC,1,55,Sahibabad,Ghaziabad,RAJEEV SHARMA,Independent,1205
INC,1,55,Sahibabad,Ghaziabad,JAGDAMBA PRASAD,others,1087
INC,1,55,Sahibabad,Ghaziabad,ANSHU MONEY DHAWAN,others,975
INC,1,55,Sahibabad,Ghaziabad,NAVNEET,others,696
INC,1,55,Sahibabad,Ghaziabad,VIKRAM SINGH,others,673
INC,1,55,Sahibabad,Ghaziabad,PREMCHAND,others,665
INC,1,55,Sahibabad,Ghaziabad,SUDHIR BHARDWAJ,Independent,589
INC,1,55,Sahibabad,Ghaziabad,RAKESH,Independent,470
INC,1,56,Ghaziabad,Ghaziabad,ATUL GARG,BJP+,124201
INC,1,56,Ghaziabad,Ghaziabad,SURESH BANSAL,BSP,53696
INC,1,56,Ghaziabad,Ghaziabad,K K SHARMA,INC,39648
INC,1,56,Ghaziabad,Ghaziabad,DHIRENDRA,Independent,2136
INC,1,56,Ghaziabad,Ghaziabad,SULTAN SINGH,RLD,2072
INC,1,56,Ghaziabad,Ghaziabad,None of the Above,None of the Above,1184
INC,1,56,Ghaziabad,Ghaziabad,VIKRAM,others,913
INC,1,56,Ghaziabad,Ghaziabad,SHAMSHER RANA,Independent,389
INC,1,56,Ghaziabad,Ghaziabad,AKHILESH KUMAR,Independent,386
INC,1,56,Ghaziabad,Ghaziabad,VIKAS MALHOTRA,Independent,376
INC,1,56,Ghaziabad,Ghaziabad,MAHESH CHAND GAUTAM,Independent,241
INC,1,56,Ghaziabad,Ghaziabad,KIRAN,others,227
INC,1,56,Ghaziabad,Ghaziabad,MATBUL AHMAD,others,205
INC,1,56,Ghaziabad,Ghaziabad,AKILA BEGUM,others,182
SP,1,57,Modinagar,Ghaziabad,DR. MANJU SHIWACH,BJP+,108631
SP,1,57,Modinagar,Ghaziabad,WAHAB,BSP,42049
SP,1,57,Modinagar,Ghaziabad,RAM ASRAY SHARMA,SP,32507
SP,1,57,Modinagar,Ghaziabad,SUDESH SHARMA,RLD,29477
SP,1,57,Modinagar,Ghaziabad,None of the Above,None of the Above,1074
SP,1,57,Modinagar,Ghaziabad,RAMKUMAR,others,677
SP,1,57,Modinagar,Ghaziabad,MOHMMAD ALI,Independent,490
SP,1,57,Modinagar,Ghaziabad,NIZAM,Independent,405
SP,1,57,Modinagar,Ghaziabad,SUMIT,Independent,388
SP,1,57,Modinagar,Ghaziabad,VISHANT,others,169
SP,1,58,Dholana,Hapur,AAASLAM CHOUDHARY,BSP,88580
SP,1,58,Dholana,Hapur,RAMESH CHAND TOMER,BJP+,85004
SP,1,58,Dholana,Hapur,DHARMESH SINGH TOMAR,SP,71786
SP,1,58,Dholana,Hapur,NAGENDAR SINGH URF NAGAN,RLD,3025
SP,1,58,Dholana,Hapur,MUKESH KUMAR,others,2026
SP,1,58,Dholana,Hapur,None of the Above,None of the Above,1279
SP,1,58,Dholana,Hapur,KULDEEP,Independent,414
SP,1,58,Dholana,Hapur,VIRENDRA,others,383
SP,1,58,Dholana,Hapur,LALIT MOHAN SAXENA,others,379
SP,1,58,Dholana,Hapur,SHAHID,others,367
SP,1,58,Dholana,Hapur,RAJESH GIRI,others,335
SP,1,58,Dholana,Hapur,SURESH CHAND SHISHODIA,others,249
INC,1,59,Hapur (SC),Hapur,VIJAY PAL (AADHTI),BJP+,84532
INC,1,59,Hapur (SC),Hapur,GAJRAJ SINGH,INC,69526
INC,1,59,Hapur (SC),Hapur,SHRIPAL SINGH,BSP,58806
INC,1,59,Hapur (SC),Hapur,ANJU URF MUSKAAN,RLD,5317
INC,1,59,Hapur (SC),Hapur,CHANDRA PAL SINGH,others,1108
INC,1,59,Hapur (SC),Hapur,None of the Above,None of the Above,944
INC,1,59,Hapur (SC),Hapur,DHARMENDRA SINGH,others,703
INC,1,59,Hapur (SC),Hapur,ARVIND SEN,others,687
INC,1,59,Hapur (SC),Hapur,LALA RAM GAUTAM,Independent,617
INC,1,59,Hapur (SC),Hapur,RAJPAL SINGH,Independent,415
SP,1,60,Garhmukteshwar,Hapur,KAMAL SINGH MALIK,BJP+,91086
SP,1,60,Garhmukteshwar,Hapur,PRASHANT CHAUDHARY,BSP,55792
SP,1,60,Garhmukteshwar,Hapur,MADAN CHAUHAN,SP,48810
SP,1,60,Garhmukteshwar,Hapur,SATPAL YADAV,Independent,15089
SP,1,60,Garhmukteshwar,Hapur,KUNWAR AYYUB ALI,RLD,5648
SP,1,60,Garhmukteshwar,Hapur,SANDEEP KUMAR,Independent,879
SP,1,60,Garhmukteshwar,Hapur,DR. HUKAM SINGH,Independent,812
SP,1,60,Garhmukteshwar,Hapur,VEERESH CHAUDHARY,others,618
SP,1,60,Garhmukteshwar,Hapur,PT. GOPAL SHARMA,others,600
SP,1,60,Garhmukteshwar,Hapur,None of the Above,None of the Above,572
SP,1,60,Garhmukteshwar,Hapur,AMRITA KUMAR,Independent,465
SP,1,60,Garhmukteshwar,Hapur,SIDDHARTH MALIK,Independent,457
SP,1,60,Garhmukteshwar,Hapur,NAFEES AHMAD,others,349
SP,1,60,Garhmukteshwar,Hapur,DEEN MOHAMMAD,others,242
SP,1,60,Garhmukteshwar,Hapur,BIJENDRA SINGH,Independent,200
SP,1,60,Garhmukteshwar,Hapur,VINOD KUMAR,others,136
SP,1,61,Noida,Gautam Buddha Nagar,PANKAJ SINGH,BJP+,162417
SP,1,61,Noida,Gautam Buddha Nagar,SUNIL CHOUDHARY,SP,58401
SP,1,61,Noida,Gautam Buddha Nagar,RAVIKANT,BSP,27365
SP,1,61,Noida,Gautam Buddha Nagar,None of the Above,None of the Above,1787
SP,1,61,Noida,Gautam Buddha Nagar,VIJAY KUMAR,Independent,963
SP,1,61,Noida,Gautam Buddha Nagar,BRIJESH,RLD,509
SP,1,61,Noida,Gautam Buddha Nagar,JAYARAM BANSAL,others,472
SP,1,61,Noida,Gautam Buddha Nagar,JAVED KHAN,others,463
SP,1,61,Noida,Gautam Buddha Nagar,PREM SINGH,others,370
SP,1,61,Noida,Gautam Buddha Nagar,VIKRAM SINGH,others,324
SP,1,61,Noida,Gautam Buddha Nagar,VIKAS GUPTA,Independent,323
SP,1,61,Noida,Gautam Buddha Nagar,KISHORE SINGH,others,307
SP,1,61,Noida,Gautam Buddha Nagar,KRISHNA KANT SINGH,others,295
SP,1,61,Noida,Gautam Buddha Nagar,RIPAN HALDAR,others,282
SP,1,61,Noida,Gautam Buddha Nagar,KRISHNPAL SINGH,others,130
INC,1,62,Dadri,Gautam Buddha Nagar,TEJPAL SINGH NAGAR,BJP+,141226
